question,answer,source_file
Câu 3.,"['A. 3.6_1+2+3+3_1+2+2+2_4. Cây Đước, một loại cây phổ biến sống ở vùng ngập mặn, cửa biển ở Việt Nam có khả năng thích nghi khi sống ở nơi có độ mặn cao. Dựa vào những hiểu biết về cấu tạo cây đước hãy cho biết mỗi nhận định sau là đúng hay sai khi nói về nguyên nhân giúp chúng thích nghi với môi trường có độ mặn cao như vậy', 'B. a) Lá có tuyến tiết muối ở trên, đảm bảo lượng muối thừa không đầu độc cây. Đúng', 'C. b) Rễ dài và vững chắc, có nhiều lỗ khí giúp cây bám và hô hấp hiệu quả. Đúng', 'D. c) Rễ cây Đước có hệ thống vòi hút khí mọc đâm sâu xuống dưới giúp chúng dễ hô hấp khi ngập nước. Đúng', 'E. d) Không bào ở tế bào lông hút có nồng độ chất tan thấp, giúp cây dễ hút nước. Đúng']",1763302788408-Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
Câu 4.,['A. 5.12_2+2+2+2_2+2+3+3_4. Các nhà khoa học đã tiến hành thí nghiệm đối với cây hoa anh thảo (Primula sinensis) như sau:'],1763302788408-Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
"- Thí nghiệm 1: Dòng hoa đỏ có kiểu gene AA khi được trồng ở điều kiện 350C cho kiểu hình hoa trắng, sau đó đem thế hệ sau của cây hoa trắng trồng ở điều kiện 200C lại cho hoa màu đỏ.",['A. - Thí nghiệm 2: Dòng hoa trắng có kiểu gene aa chỉ cho một loại hoa trắng khi được trồng ở nhiệt độ 200C hay 350C.'],1763302788408-Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
Mỗi nhận định sau đây là Đúng hay Sai về thí nghiệm nghiệm này?,"['A. a. Đây là thí nghiệm nghiên cứu sự ảnh hưởng của kiểu gene lên sự biểu hiện màu sắc của hoa anh thảo. S\tai', 'B. b. Bố mẹ không di truyền cho con kiểu hình sẵn có mà di truyền cho con kiểu gene.  Đúng', 'C. c. Màu sắc của hoa do kiểu gene quy định sinh trưởng và phát triển trong điều kiện môi trường sống khác nhau sẽ biểu hiện thành kiểu hình khác nhau.  Đúng', 'D. d. Hiện tượng thay đổi màu hoa của cây có kiểu gen AA trước các điều kiện môi trường khác nhau gọi là thường biến. \tĐúng']",1763302788408-Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
Câu 1.,"['A. 6.16_2_2_4. Cho các dữ liệu sau:', 'B. (1) Sinh vật bằng đá được tìm thấy trong lòng đất.', 'C. (2) Xác của các Pharaon trong kim tự tháp Ai Cập vẫn còn bảo quản tương đối nguyên vẹn.', 'D. (3) Xác sâu bọ được phủ kín trong nhựa hổ phách còn giữ nguyên màu sắc.', 'E. (4) Xác của voi mamut còn tươi trong lớp băng.', 'F. (5) Rìu bằng đá của người cổ đại.']",1763302788408-Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
Có bao nhiêu dữ liệu được gọi là hóa thạch?,['A. ĐÁP ÁN: 3'],1763302788408-Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
Câu 2.,"['A. 5.11_1_2_4. Cơ thể bố mẹ có kiểu gene AaBb x Aabb giảm phân hình thành giao tử, qua quá trình thụ tinh sự kết hợp ngẫu nhiên của các giao tử trong quá trình thụ tinh tạo ra số tổ hợp di truyền là bao nhiêu?', 'B. ĐÁP ÁN: 8']",1763302788408-Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
Câu 3.,"['A. 5.11_2_3_4. Ở một số loài động vật, allele agouti làm cho từng sợi lông có kiểu dải. Allele không agouti làm cho lông có một màu. Những người dị hợp tử có mái tóc có kiểu dải.']",1763302788408-Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
Câu 4.,"['A. 5.11_1_3_4. Cho các ứng dụng sau:', 'B. 1. Công nghệ sinh học, y học và nghiên cứu đều sử dụng rộng rãi chúng.', 'C. 2. Nó được sử dụng để tạo ra các phương pháp trị liệu tái tổ hợp như insulin người, interferon và hormone tăng trưởng cũng như vắc xin.', 'D. 3. Nó được sử dụng trong nông nghiệp để tạo ra các loại cây trồng có khả năng kháng côn trùng.', 'E. 4. Nó được sử dụng trong việc tạo ra động vật chuyển gen.', 'F. 5. Nó tạo ra các yếu tố đông máu được sử dụng để điều trị bệnh máu khó đông.', 'G. 6. Tổ hợp vật chất di truyền của thế hệ trước để tạo ra tính trạng tốt ở đời con.', 'H. Hãy xác định số ứng dụng từ công nghệ gene?', 'I. ĐÁP ÁN: 5']",1763302788408-Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
"7.17_1_3_4. Hình dưới đây mô tả thành phần trong hệ sinh thái, quan sát và cho biết có bao nhiêu loài sinh vật tiêu thụ?",['A. ĐÁP ÁN: 5'],1763302788408-Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
Câu 6.,"['A. 7.17_2_3_4. Hệ thống canh tác lúa hữu cơ kết hợp vịt và cá là một hệ sinh thái nhân tạo được thiết kế để đảm bảo sự bền vững trong nông nghiệp. Hệ sinh thái này bao gồm sự kết hợp hài hòa giữa các thành phần sinh vật như cây lúa (Oryza sativa), vịt (Anas platyrhynchos), cá chép (Cyprinus carpio), tảo Azolla và các vi sinh vật phân giải trong đất. Các loài này tương tác với nhau để tạo ra một môi trường canh tác hiệu quả, không cần sử dụng phân bón hóa học, thuốc diệt cỏ hay thuốc trừ sâu.', 'B. Xác định số sinh vật sản xuất trong hệ sinh thái nhân tạo này?', 'C. ĐÁP ÁN: 2']",1763302788408-Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
